Product_ID,Product_ID,Product_Title,Description,Category,Price,Price,Rating,Rating,Rating_Count,Rating_Count,Store,feature_list,combined_text
B00GQ5FQV6,443,ANBANA @ 10 Pack Colors Handheld Stage Microphone Windscreen Foam Mic Cover Karaoke DJ,['10 Pack Colors Handheld Stage Microphone Windscreen Foam Mic Cover Karaoke DJ'],Musical Instruments,8.95,8.95,4.3,4.3,2384,2384,NYKKOLA,"['[\'Package included 10 PCS of microphone windscreens.\', \'High Quality Multi color foam for ball shape microphones.\', ""Protect your microphone against wind interference and singers\' spit."", \'Attention: Just for handheld stage microphones only. Not for headset microphones.\', \'2.8"" Height x 2.3"" Width\']']","ANBANA @ 10 Pack Colors Handheld Stage Microphone Windscreen Foam Mic Cover Karaoke DJ ['10 Pack Colors Handheld Stage Microphone Windscreen Foam Mic Cover Karaoke DJ'] Musical Instruments ['Musical Instruments', 'Microphones & Accessories', 'Accessories', 'Windscreens & Pop Filters', 'Windscreens']"
B08PD8V853,444,"FDUCE Wireless Microphone, Karaoke Mic, UHF Handheld Dynamic System with Rechargeable Receiver for Party, Church, Meeting, Wedding, 260ft (Blue)","['【High Quality of Material】Wireless microphone is built of premium aluminum alloy which is stylish and durable, lightweight and comfortable to carry.', '【Plug and Play】Receiver supports the 6.35mm or 3.5mm MIC jack of your speaker. ***Forbid Plug in AUX jack. ★Amazing Clear Sound ★Stable Signal ★NO Delay ★Anti-Howling & Jamming ★40 optional frequencies', '【Wide Receiving Range】FDUCE Professional karaoke microphone extends the working range to 260ft (80m).', '【Long Standby Times】The rechargeable receiver has built-in 1200 mAh battery for 6 hours use time when fully charged in 3 hours. ***5V/1A charge should be used. DO NOT OVER 5V!!!', '【Extensive Use】Dynamic Cardioid microphone suitable for mixer, singing system, amplifier, PA system, active speaker etc. ***Computer & Bluetooth are NOT supported. Perfect choice for Karaoke, Party, Wedding, Church, Meeting, Class etc.', 'NOTE: 2 x AA batteries are NOT included. Please feel free to contact FDUCE Service Team or view the after-sales video if you have any questions.']",Musical Instruments,19.99,19.99,4.3,4.3,2384,2384,FDUCE,"[""['【High Quality of Material】Wireless microphone is built of premium aluminum alloy which is stylish and durable, lightweight and comfortable to carry.', '【Plug and Play】Receiver supports the 6.35mm or 3.5mm MIC jack of your speaker. ***Forbid Plug in AUX jack. ★Amazing Clear Sound ★Stable Signal ★NO Delay ★Anti-Howling & Jamming ★40 optional frequencies', '【Wide Receiving Range】FDUCE Professional karaoke microphone extends the working range to 260ft (80m).', '【Long Standby Times】The rechargeable receiver has built-in 1200 mAh battery for 6 hours use time when fully charged in 3 hours. ***5V/1A charge should be used. DO NOT OVER 5V!!!', '【Extensive Use】Dynamic Cardioid microphone suitable for mixer, singing system, amplifier, PA system, active speaker etc. ***Computer & Bluetooth are NOT supported. Perfect choice for Karaoke, Party, Wedding, Church, Meeting, Class etc.', 'NOTE: 2 x AA batteries are NOT included. Please feel free to contact FDUCE Service Team or view the after-sales video if you have any questions.']""]","FDUCE Wireless Microphone, Karaoke Mic, UHF Handheld Dynamic System with Rechargeable Receiver for Party, Church, Meeting, Wedding, 260ft (Blue) [] Musical Instruments ['Musical Instruments', 'Microphones & Accessories', 'Microphones', 'Wireless Microphones & Systems', 'Handheld Wireless Microphones']"
B09HC4FKJG,445,"QIELIZI Guitar Strap, Guitar Strap","['high quality and testing is fine Item 100% like the picture shown Perfect for Electric & Acoustic guitar, and Bass 100% polyester strap With Full-grain leather Thick Black End (top grade ox hide ) . Size: Width: about 2 inch (5CM) width. Length: 66.92""(the largest adjustable length including the length of leather end). Thickness: 2.3-2.5 mm. Weight: about 172g. Package include: 1 x Guitar Strap, 1 x String, 2 x Strap Locks, 2 x Picks']",AMAZON FASHION,13.99,13.99,4.7,4.7,2378,2378,QIELIZI,"['[""MATERIAL: Our black strap is made of dacron (terylene) and leather. The strap is thick enough to feel sturdy and comfortable yet easy to adjust. It comes with rubber washers/discs to lock it in, so you don\'t need to purchase extra locking mechanisms. The stiff leather ends and the 2 little rubber rings to help prevent the strap from coming off."", ""COMPATIBLE WITH ALL GUITARS: One of our strap\'s best feature is its universal compatibility. Whether your guitar is an acoustic, an electric, or even a bass one. The strap also came with a string and two picks for using with acoustic guitars. This great strap is guaranteed to do the trick for you!"", \'ADJUSTABLE & PRACTICAL: The guitar strap has a width of 2"" and a length that\\\'s adjustable anywhere between 36"" and 58"", so it can be extended to work with almost body size.\', ""BEAUTIFUL ARTISTIC PATTERN: The beautiful pattern sets apart this guitar strap from all the other ones out there and will make your instrument pop. So it \'s a great gift for your friends and family."", \'PACKAGE INCLUDE: 1 x Guitar Strap, 1 x String, 2 x Strap Locks, 2 x Picks\']']","QIELIZI Guitar Strap, Guitar Strap ['high quality and testing is fine Item 100% like the picture shown Perfect for Electric & Acoustic guitar, and Bass 100% polyester strap With Full-grain leather Thick Black End (top grade ox hide ) . Size: Width: about 2 inch (5CM) width. Length: 66.92""(the largest adjustable length including the length of leather end). Thickness: 2.3-2.5 mm. Weight: about 172g. Package include: 1 x Guitar Strap, 1 x String, 2 x Strap Locks, 2 x Picks'] AMAZON FASHION ['Musical Instruments', 'Instrument Accessories', 'Guitar & Bass Accessories', 'Straps & Strap Locks', 'Straps']"
B09CPZ2QS9,446,"LEKATO Bass Guitar Strap for Electric Guitar & Bass 3"" Wide Guitar Straps Padded Bass Guitar Strap Adjustable Length from 50"" to 61"" Bass Guitar Straps with Pick Holder 2 Safety Strap Locks & 6 Picks","['🎸 Special Comfortable Material: Fashionable style bass guitar strap, memory foam to reduce your shoulder and back pressure from heavy instruments. Durability, safety, design compatibility and color development ratio.', '🎸 Perfectly Balanced: The bass strap 3"" wide shoulder pad disperses the weight of your instrument evenly across your shoulder and back, allowing you to play for longer periods without strain or discomfort. Greatly release your shoulder’s stress and release your music passion.', '🎸 Easy to Adjust : Comfort edge webbing without any prickle or sharp, the length of the guitar belt is 50 to 61 inches (127cm to 155cm) and can be adjusted freely, not only for men, but also for female and child guitarists.', '🎸 Good Safety Performance : The guitar strap ends feature top-grade stitched leather for durability and a secure fit onto strap buttons or strap locks.This hanging guitar strap is safe in holding of your instrument use. Your guitar is safe with it !', '🎸 Wide Application : Guitar strap includes integrated slots for holding up to 3 guitar picks at a time, comes with 6 pcs picks. This guitar strap fits for acoustic guitar, electric guitar, bass guitar, classical guitar, ukulele, banjo etc.']",Musical Instruments,24.99,24.99,4.7,4.7,2378,2378,LEKATO,"['[\'🎸 Special Comfortable Material: Fashionable style bass guitar strap, memory foam to reduce your shoulder and back pressure from heavy instruments. Durability, safety, design compatibility and color development ratio.\', \'🎸 Perfectly Balanced: The bass strap 3"" wide shoulder pad disperses the weight of your instrument evenly across your shoulder and back, allowing you to play for longer periods without strain or discomfort. Greatly release your shoulder’s stress and release your music passion.\', \'🎸 Easy to Adjust : Comfort edge webbing without any prickle or sharp, the length of the guitar belt is 50 to 61 inches (127cm to 155cm) and can be adjusted freely, not only for men, but also for female and child guitarists.\', \'🎸 Good Safety Performance : The guitar strap ends feature top-grade stitched leather for durability and a secure fit onto strap buttons or strap locks.This hanging guitar strap is safe in holding of your instrument use. Your guitar is safe with it !\', \'🎸 Wide Application : Guitar strap includes integrated slots for holding up to 3 guitar picks at a time, comes with 6 pcs picks. This guitar strap fits for acoustic guitar, electric guitar, bass guitar, classical guitar, ukulele, banjo etc.\']']","LEKATO Bass Guitar Strap for Electric Guitar & Bass 3"" Wide Guitar Straps Padded Bass Guitar Strap Adjustable Length from 50"" to 61"" Bass Guitar Straps with Pick Holder 2 Safety Strap Locks & 6 Picks [] Musical Instruments ['Musical Instruments', 'Instrument Accessories', 'Guitar & Bass Accessories', 'Straps & Strap Locks', 'Straps']"
B09TH6Z2CP,447,Sound harbor 2 Pack Rosin for Violin Viola and Cello Rosin for Bows (2pack YJ-F01 Rosin),"['[NATURAL ROSIN - LOW DUST] - Extracted from pure natural rosin material, through high purity exaction, low dust and high viscosity, protecting violin players from the harm of dust.', '[WIDELY USE] - The violin rosin is designed for violin, viola and cello. Suitable for all kinds of horsehair and synthetic hair bowed string instruments.', '[GREAT GRIP - EASY TO USE] - The rosin is thoughtfully designed to fit neatly into a plastic channel that can provide a great grip and make it convenient and easier for people to use.', '[SOUND PENETRATING] - ALL-Natural rosin, providing strong adhension and high viscosity, which can maximize the inner range of instruments and offer full, clear and penetrating tone.', '[GUARANTEE]- We’ve committed to providing natural and high quality rosin for every violinist for 8 years. We provides 30-day refund and exchange service and if you have dissatisfaction with our rosin, contact us and we are always online for you.']",Musical Instruments,5.6,5.6,4.6,4.6,2373,2373,Sound harbor,"[""['[NATURAL ROSIN - LOW DUST] - Extracted from pure natural rosin material, through high purity exaction, low dust and high viscosity, protecting violin players from the harm of dust.', '[WIDELY USE] - The violin rosin is designed for violin, viola and cello. Suitable for all kinds of horsehair and synthetic hair bowed string instruments.', '[GREAT GRIP - EASY TO USE] - The rosin is thoughtfully designed to fit neatly into a plastic channel that can provide a great grip and make it convenient and easier for people to use.', '[SOUND PENETRATING] - ALL-Natural rosin, providing strong adhension and high viscosity, which can maximize the inner range of instruments and offer full, clear and penetrating tone.', '[GUARANTEE]- We’ve committed to providing natural and high quality rosin for every violinist for 8 years. We provides 30-day refund and exchange service and if you have dissatisfaction with our rosin, contact us and we are always online for you.']""]","Sound harbor 2 Pack Rosin for Violin Viola and Cello Rosin for Bows (2pack YJ-F01 Rosin) [] Musical Instruments ['Musical Instruments', 'Instrument Accessories', 'Orchestral Strings Accessories & Parts', 'Rosin', 'Violin']"
B081JWTT45,448,"Smartxchoices 38"" Kids Acoustic Guitar Bundle Kit for Starter Beginner Music Lovers, 6-String Folk Guitar with Gig Bag, Extra Set Steel Strings, Strap, Pitch Pipe and Pick (Blue)","[""Learning how to play the acoustic guitar is one of the best lifestyle choices you could make, and an excellent instrument to dedicate your time to – one that can lead to wonderful things.To learn the instrument, as a beginner on a budget, buying something expensive is not necessary. Instead, it's worth opting for a beginner's guitar or a convenient and affordable combo pack. Smartxchoices starter kit contains everything you need to get you up and playing instantly at a price anyone can afford."", 'Note: Please being careful to not over tighten any of the strings while doing so, and be patient. Once through all the strings, start back at the top and do it again - new strings will take several tunings over a period of at least a day or two before they are taught and can hold their tone.', 'Features:', ""-It comes un-tuned so be prepared to tune it.-The strings are strong and sturdy and made of steel. -The pitch pipe is very easy to use and doesn't require any batteries.-Easiest and cheapest way to satisfy a child that states they want to learn to play the guitar this week and then they move on to something else the following week."", 'SPECIFICATIONS:', 'Guitar Dimensions: 38""(L) x 14""(W) x 3.25""(H)Weight: 4.7 lbsMaterial: WoodCase Material: NylonColor: Black/Blue/Pink/NaturalIncludes a carrying case, guitar pick, pitch pipe, a shoulder strap, and an extra set of strings', 'DEAR CUSTOMER:Our goal is to provide all music lovers the best experience when it comes to guitars. We are continually evolving and inspired to create new instruments that cater to diverse musical genres. We work directly with our manufacturers to produce high-quality musical instruments for beginners and experts. Our target is to provide musical kits, with the best value available online, without sacrificing quality.We committed to providing only the best and highest level of service.']",Musical Instruments,30.99,30.99,4.2,4.2,2372,2372,Smartxchoices,['[]'],"Smartxchoices 38"" Kids Acoustic Guitar Bundle Kit for Starter Beginner Music Lovers, 6-String Folk Guitar with Gig Bag, Extra Set Steel Strings, Strap, Pitch Pipe and Pick (Blue) [""Learning how to play the acoustic guitar is one of the best lifestyle choices you could make, and an excellent instrument to dedicate your time to – one that can lead to wonderful things.To learn the instrument, as a beginner on a budget, buying something expensive is not necessary. Instead, it's worth opting for a beginner's guitar or a convenient and affordable combo pack. Smartxchoices starter kit contains everything you need to get you up and playing instantly at a price anyone can afford."", 'Note: Please being careful to not over tighten any of the strings while doing so, and be patient. Once through all the strings, start back at the top and do it again - new strings will take several tunings over a period of at least a day or two before they are taught and can hold their tone.', 'Features:', ""-It comes un-tuned so be prepared to tune it.-The strings are strong and sturdy and made of steel. -The pitch pipe is very easy to use and doesn't require any batteries.-Easiest and cheapest way to satisfy a child that states they want to learn to play the guitar this week and then they move on to something else the following week."", 'SPECIFICATIONS:', 'Guitar Dimensions: 38""(L) x 14""(W) x 3.25""(H)Weight: 4.7 lbsMaterial: WoodCase Material: NylonColor: Black/Blue/Pink/NaturalIncludes a carrying case, guitar pick, pitch pipe, a shoulder strap, and an extra set of strings', 'DEAR CUSTOMER:Our goal is to provide all music lovers the best experience when it comes to guitars. We are continually evolving and inspired to create new instruments that cater to diverse musical genres. We work directly with our manufacturers to produce high-quality musical instruments for beginners and experts. Our target is to provide musical kits, with the best value available online, without sacrificing quality.We committed to providing only the best and highest level of service.'] Musical Instruments ['Musical Instruments', 'Guitars', 'Acoustic Guitars', 'Beginner Kits']"
B08ZYHDDX7,449,"Strong Wind Soprano Ukulele 21 Inch Basswood Ukeleles for Beginners Four Strings Hawaiian Guitar Ukulele for Adults Teenagers with Gig Bag, Light Blue","['🎸【Remium Basswood Body】Real basswood body with a high gloss finish creates clear, crisp and melodious sound. The fretwires are smooth and do no harm to your fingers. This mini cute ukulele has 12 frets on the hardwood fingerboard, producing different tones for a song. Strong Wind 21 inch soprano ukulele starter set is the best musical instrument gift for friends who want to play music.', '🎵【Get In Tune 】You may found that the older/new ukulele you have cannot hold in tune. Please check if the strings are put on correctly. If yes, you just need to tighten the screws of the machine heads a little bit. If it still cannot work well, please change your ukulele strings. This painted soprano size ukulele with traditional shape and wood body produces a beautiful sound.', '😃【Easy to Learn】The ukulele is easier to learn than other stringed instruments. Its soft nylon strings are gentler on your fingertips; It only has four strings, which makes chord shapes and scales easier to learn.', '👍【4 Nylon Strings 】The advanced and sturdy nylon strings not only can avoid stroke but also allows for a full-bodied sound when you play traditional Hawaiian ukulele songs. They provide stability and durability sound. Please tune the uke at the very beginning. Sometimes you need to adjust the strings with the tuning pegs on the headstock.', '🎁【Excellent As A Gift】21 inch soprano ukulele starter set is the best musical instrument gift for friends who want to play music. This ukulele beginner can be a birthday/holiday/Christmas gift for everyone.', '📩【What You Get】1×Ukulele, 1×Gig Bag, 24-hour friendly customer service support.']",Musical Instruments,40.99,40.99,4.4,4.4,2371,2371,Strong Wind,"[""['🎸【Remium Basswood Body】Real basswood body with a high gloss finish creates clear, crisp and melodious sound. The fretwires are smooth and do no harm to your fingers. This mini cute ukulele has 12 frets on the hardwood fingerboard, producing different tones for a song. Strong Wind 21 inch soprano ukulele starter set is the best musical instrument gift for friends who want to play music.', '🎵【Get In Tune 】You may found that the older/new ukulele you have cannot hold in tune. Please check if the strings are put on correctly. If yes, you just need to tighten the screws of the machine heads a little bit. If it still cannot work well, please change your ukulele strings. This painted soprano size ukulele with traditional shape and wood body produces a beautiful sound.', '😃【Easy to Learn】The ukulele is easier to learn than other stringed instruments. Its soft nylon strings are gentler on your fingertips; It only has four strings, which makes chord shapes and scales easier to learn.', '👍【4 Nylon Strings 】The advanced and sturdy nylon strings not only can avoid stroke but also allows for a full-bodied sound when you play traditional Hawaiian ukulele songs. They provide stability and durability sound. Please tune the uke at the very beginning. Sometimes you need to adjust the strings with the tuning pegs on the headstock.', '🎁【Excellent As A Gift】21 inch soprano ukulele starter set is the best musical instrument gift for friends who want to play music. This ukulele beginner can be a birthday/holiday/Christmas gift for everyone.', '📩【What You Get】1×Ukulele, 1×Gig Bag, 24-hour friendly customer service support.']""]","Strong Wind Soprano Ukulele 21 Inch Basswood Ukeleles for Beginners Four Strings Hawaiian Guitar Ukulele for Adults Teenagers with Gig Bag, Light Blue [] Musical Instruments ['Musical Instruments', 'Ukuleles, Mandolins & Banjos', 'Ukuleles']"
B084P2ZPKN,450,"Explore Land Stretchy 61 Keys Piano Keyboard Dust Cover with Music Stand Opening for Digital Electronic Piano(61,Black)","['Wide Range of Application - Piano keyboard cover measures 37L x 13.5W x 6H inches, fits for most brand 61 key digital piano nicely, such as Casio, Yamaha, Rock Jam, Alesis, Williams. COVER ONLY, WITHOUT PIANO STAND.', 'Full of Protection – Made of soft-touch stretchy polyester will tight enough for piano, which will prevent scratches on your piano when not in use and keep piano keyboard free from dust, mist, hair and dirt.', 'Zippered Opening with Music Stand – Piano dust cover with music-stand opening can cover the keyboard perfectly without taking off the music stand.', 'Anti-shedding Design – Elastic hem cord at the bottom and adjustable straps on the both side will lock the cover securely.', 'Easy to install. Package with keyboard cover X 1. Please measure your piano dimension before purchasing.']",Musical Instruments,14.99,14.99,4.7,4.7,2368,2368,Explore Land,"[""['Wide Range of Application - Piano keyboard cover measures 37L x 13.5W x 6H inches, fits for most brand 61 key digital piano nicely, such as Casio, Yamaha, Rock Jam, Alesis, Williams. COVER ONLY, WITHOUT PIANO STAND.', 'Full of Protection – Made of soft-touch stretchy polyester will tight enough for piano, which will prevent scratches on your piano when not in use and keep piano keyboard free from dust, mist, hair and dirt.', 'Zippered Opening with Music Stand – Piano dust cover with music-stand opening can cover the keyboard perfectly without taking off the music stand.', 'Anti-shedding Design – Elastic hem cord at the bottom and adjustable straps on the both side will lock the cover securely.', 'Easy to install. Package with keyboard cover X 1. Please measure your piano dimension before purchasing.']""]","Explore Land Stretchy 61 Keys Piano Keyboard Dust Cover with Music Stand Opening for Digital Electronic Piano(61,Black) [] Musical Instruments ['Musical Instruments', 'Instrument Accessories', 'Keyboard Accessories', 'Bags, Cases & Covers']"
B096K2LZKH,451,Fender Straplock W/ Button Chrome,['Strap locks have been used on various models of Fender instruments for decades. Strap locks allow you to secure your instrument for performance or practice. Add male part to your guitar and female mechanism to your favorite strap. Lock and load!'],Musical Instruments,9.99,9.99,4.7,4.7,2367,2367,Fender,"[""['Set of two Security Strap Locks', 'Includes strap buttons, locks and wood mounting screws', 'Includes black or white felt washers to protect the guitar finish', 'Available in Chrome, Black and Gold finishes']""]","Fender Straplock W/ Button Chrome ['Strap locks have been used on various models of Fender instruments for decades. Strap locks allow you to secure your instrument for performance or practice. Add male part to your guitar and female mechanism to your favorite strap. Lock and load!'] Musical Instruments ['Musical Instruments', 'Instrument Accessories', 'Guitar & Bass Accessories', 'Straps & Strap Locks', 'Strap Locks']"
B01E017BQU,452,"Pyle 500 Watt Outdoor Portable BT Connectivity Karaoke Speaker System - PA Stereo with 8"" Subwoofer, DJ Lights Rechargeable Battery Microphone, Recording Ability, MP3/USB/SD/FM Radio - PWMA325BT","[""The Pyle Portable PA Speaker system provides and mobile entertainment. This versatile system was designed to add high-powered sound and visual style to the next occasion. The built-in flashing DJ party lights illuminate the area to add a cool effect while your music plays. BT Connectivity music streaming allows you to connect and stream audio from all of your favorite devices (like Smartphones, Tablets, Laptops, etc.). The built-in rechargeable battery, along with telescoping handle and rolling wheels, make this sound system extra portable & ready to party on the go! Additional music streaming options include FM Radio with Digital LCD Display, USB Flash, and micro SD Memory Card Readers, and the included Handheld Microphone lets you setup an awesome Karaoke party or control the crowd! Sing along with Pyle's & Portable BT Connectivity Speaker System.""]",Musical Instruments,129.99,129.99,4.1,4.1,2365,2365,Pyle,"['[""PORTABLE / POWERFUL: This Portable PA Amplifier Speaker System and Mic set by Pyle is equipped with 500 Watt 8 inch Subwoofer and Dual 3\'\' Tweeters for Full Range Stereo Sound Reproduction An Audio Connection Cable"", \'FLASHING DJ LIGHTS: Not only does this loud speaker sound great, it also looks great lighting up in in a variety of color combinations This is it really great for patio party or gatherings at night when a colorful presence is noticeable\', \'PLAY VIA BT Connectivity OR USB / SD CARD: The product has a built in BT Connectivity for audio streaming it also supports Micro SD card and Flash USB connectivity Works with all of your favorite devices like iPhone, Android mobile phone, iPad, Tablet, PC\', \'RECORDING ABILITY: This model features Recording Audio as Streamed through the Speaker or via External Microphone and it comes with a BT Connectivity microphone that is perfect for rehearsing or singing practice\', \'RECHARGEABLE BATTERY: This box type battery powered heavy duty portable PA Speaker has a built in rechargeable battery which makes it convenient and portable Perfect for personal, commercial indoor / outdoor use.Bluetooth Version: 2.0\']']","Pyle 500 Watt Outdoor Portable BT Connectivity Karaoke Speaker System - PA Stereo with 8"" Subwoofer, DJ Lights Rechargeable Battery Microphone, Recording Ability, MP3/USB/SD/FM Radio - PWMA325BT [""The Pyle Portable PA Speaker system provides and mobile entertainment. This versatile system was designed to add high-powered sound and visual style to the next occasion. The built-in flashing DJ party lights illuminate the area to add a cool effect while your music plays. BT Connectivity music streaming allows you to connect and stream audio from all of your favorite devices (like Smartphones, Tablets, Laptops, etc.). The built-in rechargeable battery, along with telescoping handle and rolling wheels, make this sound system extra portable & ready to party on the go! Additional music streaming options include FM Radio with Digital LCD Display, USB Flash, and micro SD Memory Card Readers, and the included Handheld Microphone lets you setup an awesome Karaoke party or control the crowd! Sing along with Pyle's & Portable BT Connectivity Speaker System.""] Musical Instruments ['Musical Instruments', 'Live Sound & Stage', 'PA Systems']"
B00WJ3KH0Y,453,Vic Firth American Classic 5B,"['Tear drop tip. Ideal for rock, band and practice.']",Musical Instruments,14.99,14.99,4.8,4.8,2361,2361,Vic Firth,"[""['Added thickness for more durability, ideal for rock, band, and practice', 'Tear drop tip', 'Crafted from premium USA Hickory']""]","Vic Firth American Classic 5B ['Tear drop tip. Ideal for rock, band and practice.'] Musical Instruments ['Musical Instruments', 'Instrument Accessories', 'Drum & Percussion Accessories', 'Drumsticks, Mallets & Brushes', 'Drumsticks']"
B09VT45772,454,MXL 770 Multipurpose Large Diaphragm Condenser Microphone,"[""The MXL 770 condenser microphone continues to amaze recording artists all over the world with its incredible price/performance ratio. Singers, especially rappers, love the 770 for its solid bass, as well as its upfront high-end. The MXL 770 even uses a high quality FET preamp with balanced output for a wide dynamic range. This is a perfect piece for seasoned pros or newbie musicians who want a quality condenser mic that won't break the bank. Frequency Response: 30Hz - 20kHz.""]",Musical Instruments,81.5,81.5,4.7,4.7,2361,2361,MXL,"[""['Top Selling multi-purpose condenser microphone', 'Excellent for vocals, pianos, stringed instruments, and percussion', 'Balanced bass response with high end clarity', 'Low frequency roll-off to reduce unwanted rumble', 'Low noise FET preamp with balanced, transformerless output', 'Versatile for streaming and podcasting']""]","MXL 770 Multipurpose Large Diaphragm Condenser Microphone [""The MXL 770 condenser microphone continues to amaze recording artists all over the world with its incredible price/performance ratio. Singers, especially rappers, love the 770 for its solid bass, as well as its upfront high-end. The MXL 770 even uses a high quality FET preamp with balanced output for a wide dynamic range. This is a perfect piece for seasoned pros or newbie musicians who want a quality condenser mic that won't break the bank. Frequency Response: 30Hz - 20kHz.""] Musical Instruments ['Musical Instruments', 'Microphones & Accessories', 'Microphones', 'Condenser Microphones', 'Instrument']"
B07BFZ2KSJ,455,"Musiclily Pro 43mm Standard ST Style Curved Bottom Guitar Bone Nut for 6 String Fender Strat and Tele Electric Guitar, 43x3.2x5.1mm (2 Pieces)","['Strat style curved bottom nut. Fits most American and import Strat and Tele style guitars.', 'E to E String Spacing: 1-3/8 inch (35mm)', 'Length: 1-11/16inch (43mm);Thickness: 1/8 inch (3.2mm); Height: 3/16"" (5.1mm)', 'Material: Real Bone; Color: Bleached White', 'Package included: 2pcs guitar nuts']",Musical Instruments,10.8,10.8,4.4,4.4,2359,2359,Musiclily,"['[\'Strat style curved bottom nut. Fits most American and import Strat and Tele style guitars.\', \'E to E String Spacing: 1-3/8 inch (35mm)\', \'Length: 1-11/16inch (43mm);Thickness: 1/8 inch (3.2mm); Height: 3/16"" (5.1mm)\', \'Material: Real Bone; Color: Bleached White\', \'Package included: 2pcs guitar nuts\']']","Musiclily Pro 43mm Standard ST Style Curved Bottom Guitar Bone Nut for 6 String Fender Strat and Tele Electric Guitar, 43x3.2x5.1mm (2 Pieces) [] Musical Instruments ['Musical Instruments', 'Instrument Accessories', 'Guitar & Bass Accessories', 'Electric Guitar Parts', 'Nuts']"
B07QLMX2Q9,456,"Moozica 17 Keys Kalimba Marimba, Professional Thumb Piano Sanza Mbira Musical Instrument Gift (Koa-K17SD)","['♫ 【Dedicated In Details】 This kalimba is made of selected Koa & Spruce wood with beautiful natural wood texture and high-gloss finishing. The keys are made from ore metal which gives off a brighter sound and never get rusted.', '♫ 【Unique Combination Design】 Koa & Spruce solid wood combination design, high quality solid tone wood material applied to ensure a rich and warm sound effect.', '♫ 【Beautiful Sound, Different Kind Of Melody】 Kalimba is a simple instrument with stunning sweet sound. Easy to learn, even just pluck it can make nice songs. Playing kalimba with your children and beloved would always be a great moment to enjoy!', '♫ 【Easy To Learn, Convenient To use】 Music scales engraved on the keys for an easy starting, vibrato chain included to provide an amazing vibrato accompaniment, professional PU Leather Hard Case included for protecting, easy carrying and storage.', '♫ 【100% Satisfying Shopping Gurantee】 Your shopping satisfaction always comes first in Moozica Store.We offer flexible return&exchang service, please contact us if you have any questions. We guarantee 100% resolution of your problem.']",Musical Instruments,39.99,39.99,4.7,4.7,2358,2358,MOOZICA,"[""['♫ 【Dedicated In Details】 This kalimba is made of selected Koa & Spruce wood with beautiful natural wood texture and high-gloss finishing. The keys are made from ore metal which gives off a brighter sound and never get rusted.', '♫ 【Unique Combination Design】 Koa & Spruce solid wood combination design, high quality solid tone wood material applied to ensure a rich and warm sound effect.', '♫ 【Beautiful Sound, Different Kind Of Melody】 Kalimba is a simple instrument with stunning sweet sound. Easy to learn, even just pluck it can make nice songs. Playing kalimba with your children and beloved would always be a great moment to enjoy!', '♫ 【Easy To Learn, Convenient To use】 Music scales engraved on the keys for an easy starting, vibrato chain included to provide an amazing vibrato accompaniment, professional PU Leather Hard Case included for protecting, easy carrying and storage.', '♫ 【100% Satisfying Shopping Gurantee】 Your shopping satisfaction always comes first in Moozica Store.We offer flexible return&exchang service, please contact us if you have any questions. We guarantee 100% resolution of your problem.']""]","Moozica 17 Keys Kalimba Marimba, Professional Thumb Piano Sanza Mbira Musical Instrument Gift (Koa-K17SD) [] Musical Instruments ['Musical Instruments', 'Keyboards & MIDI', 'Folk & World', 'Thumb Pianos']"
B00HU25WSQ,457,"JIM DUNLOP Delrin®, Purple, 2.0mm, 12/Player's Pack","['Pick,Delrin,2.00 Purple,12, Dunlop']",Musical Instruments,4.99,4.99,4.7,4.7,2357,2357,JIM DUNLOP,"[""['Gauge: 2.0mm', 'Ultra-hard plastic', 'Slick, Stiff playing surface, excellent memory, and instantaneous release', '12-Pack', 'Model Number: 41P2.0']""]","JIM DUNLOP Delrin®, Purple, 2.0mm, 12/Player's Pack ['Pick,Delrin,2.00 Purple,12, Dunlop'] Musical Instruments ['Musical Instruments', 'Instrument Accessories', 'Guitar & Bass Accessories', 'Picks & Pick Holders', 'Picks']"
